image_path,skeletal_image_path,label,nose_x,nose_y,neck_x,neck_y,r_shoulder_x,r_shoulder_y,r_elbow_x,r_elbow_y,r_wrist_x,r_wrist_y,l_shoulder_x,l_shoulder_y,l_elbow_x,l_elbow_y,l_wrist_x,l_wrist_y,l_hand_0_x,l_hand_0_y,l_hand_1_x,l_hand_1_y,l_hand_2_x,l_hand_2_y,l_hand_3_x,l_hand_3_y,l_hand_4_x,l_hand_4_y,l_hand_5_x,l_hand_5_y,l_hand_6_x,l_hand_6_y,l_hand_7_x,l_hand_7_y,l_hand_8_x,l_hand_8_y,l_hand_9_x,l_hand_9_y,l_hand_10_x,l_hand_10_y,l_hand_11_x,l_hand_11_y,l_hand_12_x,l_hand_12_y,l_hand_13_x,l_hand_13_y,l_hand_14_x,l_hand_14_y,l_hand_15_x,l_hand_15_y,l_hand_16_x,l_hand_16_y,l_hand_17_x,l_hand_17_y,l_hand_18_x,l_hand_18_y,l_hand_19_x,l_hand_19_y,l_hand_20_x,l_hand_20_y,r_hand_0_x,r_hand_0_y,r_hand_1_x,r_hand_1_y,r_hand_2_x,r_hand_2_y,r_hand_3_x,r_hand_3_y,r_hand_4_x,r_hand_4_y,r_hand_5_x,r_hand_5_y,r_hand_6_x,r_hand_6_y,r_hand_7_x,r_hand_7_y,r_hand_8_x,r_hand_8_y,r_hand_9_x,r_hand_9_y,r_hand_10_x,r_hand_10_y,r_hand_11_x,r_hand_11_y,r_hand_12_x,r_hand_12_y,r_hand_13_x,r_hand_13_y,r_hand_14_x,r_hand_14_y,r_hand_15_x,r_hand_15_y,r_hand_16_x,r_hand_16_y,r_hand_17_x,r_hand_17_y,r_hand_18_x,r_hand_18_y,r_hand_19_x,r_hand_19_y,r_hand_20_x,r_hand_20_y
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_10\Chundu_10_99.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_10\Chundu_10_99.jpg,Chundu_B,0.514878532,0.23309628,0.521935752,0.3321528,0.446872592,0.328737058,0.378866653,0.350597807,0.496914699,0.286381856,0.596998912,0.335568542,0.733010791,0.298678528,0.617529007,0.254957029,0.60854709,0.257689623,0.593149519,0.252224436,0.58160134,0.246759248,0.576468817,0.241294061,0.573902555,0.237195171,0.585450733,0.224898499,0.582884471,0.219433312,0.58031821,0.216700718,0.577751948,0.213968124,0.593149519,0.219433312,0.590583257,0.208502937,0.585450733,0.204404047,0.584167602,0.204404047,0.599565174,0.215334421,0.596998912,0.20303775,0.593149519,0.198938859,0.593149519,0.196206266,0.603414566,0.215334421,0.600848305,0.20303775,0.599565174,0.196206266,0.598282043,0.193473672,0.505896615,0.28911445,0.52642671,0.287748153,0.548239936,0.286381856,0.558504984,0.282282966,0.570053162,0.274085185,0.546956805,0.26315481,0.555938722,0.25905592,0.564920638,0.257689623,0.573902555,0.257689623,0.540541151,0.25905592,0.552089329,0.254957029,0.562354376,0.256323326,0.570053162,0.25905592,0.535408627,0.257689623,0.548239936,0.252224436,0.555938722,0.252224436,0.561071246,0.257689623,0.531559234,0.260422217,0.540541151,0.254957029,0.549523067,0.250858139,0.554655591,0.252224436
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_0.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_0.jpg,Chundu_A,0.464911208,0.223136981,0.463604242,0.326121041,0.386493263,0.3344711,0.271480277,0.397096543,0.3812654,0.373438042,0.540715222,0.317770982,0.606063509,0.262103922,0.506734112,0.218961951,0.497585352,0.223136981,0.481901763,0.217570275,0.471446037,0.207828539,0.459683345,0.20365351,0.455762448,0.200870157,0.468832105,0.196695127,0.460990311,0.191128421,0.455762448,0.186953392,0.451841551,0.182778362,0.475366934,0.196695127,0.466218174,0.193911774,0.460990311,0.188345068,0.458376379,0.184170039,0.480594797,0.196695127,0.475366934,0.193911774,0.471446037,0.192520098,0.466218174,0.188345068,0.484515694,0.198086804,0.480594797,0.196695127,0.477980866,0.195303451,0.474059968,0.195303451,0.386493263,0.370654689,0.396948989,0.365087983,0.410018646,0.353954571,0.420474373,0.352562895,0.434850996,0.353954571,0.419167407,0.352562895,0.432237064,0.355346248,0.434850996,0.359521277,0.438771893,0.363696307,0.417860441,0.360912954,0.429623133,0.36647966,0.432237064,0.369263013,0.434850996,0.373438042,0.415246509,0.370654689,0.42439527,0.377613072,0.425702236,0.377613072,0.425702236,0.379004748,0.413939544,0.381788101,0.417860441,0.385963131,0.417860441,0.387354807,0.419167407,0.388746484
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_11.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_11.jpg,Chundu_A,0.450946838,0.227840066,0.450946838,0.329929345,0.373985835,0.341735588,0.261805389,0.411184076,0.371376987,0.382015711,0.527907841,0.318123102,0.586606912,0.254230492,0.487470704,0.219506248,0.478339738,0.225062127,0.4652955,0.222284187,0.456164533,0.211172429,0.444424719,0.20839449,0.439207024,0.20561655,0.449642414,0.20283861,0.445729143,0.198671701,0.440511448,0.194504792,0.436598176,0.191726852,0.458773381,0.201449641,0.44833799,0.200060671,0.445729143,0.194504792,0.441815872,0.190337882,0.463991076,0.201449641,0.460077805,0.200060671,0.452251262,0.197282731,0.44833799,0.194504792,0.467904347,0.20283861,0.463991076,0.201449641,0.461382228,0.200060671,0.460077805,0.201449641,0.376594682,0.380626741,0.385725649,0.376459832,0.397465463,0.366737044,0.407900853,0.365348074,0.419640667,0.365348074,0.406596429,0.362570134,0.419640667,0.365348074,0.420945091,0.375070862,0.422249515,0.379237772,0.406596429,0.369514983,0.415727396,0.376459832,0.414422972,0.380626741,0.410509701,0.384793651,0.403987582,0.379237772,0.410509701,0.386182621,0.407900853,0.38896056,0.405292005,0.38896056,0.402683158,0.39034953,0.405292005,0.394516439,0.402683158,0.395905409,0.402683158,0.395905409
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_110.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_110.jpg,Chundu_B,0.482002503,0.217297096,0.486590276,0.321280546,0.411219722,0.313603915,0.356166448,0.356872196,0.471516165,0.287084646,0.56196083,0.328957176,0.691729262,0.308020911,0.577690337,0.242420614,0.567203999,0.243816365,0.551474492,0.235441859,0.542298946,0.228463104,0.537055777,0.220088598,0.534434193,0.214505594,0.5501637,0.204735337,0.544920531,0.199152333,0.53836657,0.197756582,0.534434193,0.196360831,0.554096077,0.203339586,0.547542115,0.193569329,0.539677362,0.19496508,0.537055777,0.197756582,0.556717661,0.201943835,0.548852908,0.193569329,0.543609739,0.196360831,0.540988154,0.199152333,0.558028453,0.204735337,0.5501637,0.199152333,0.546231323,0.199152333,0.546231323,0.200548084,0.476759334,0.288480397,0.491178049,0.27871014,0.506907556,0.266148381,0.520015478,0.257773875,0.527880232,0.25079512,0.506907556,0.249399369,0.518704686,0.241024863,0.527880232,0.238233361,0.533123401,0.23683761,0.506907556,0.25079512,0.520015478,0.243816365,0.529191024,0.245212116,0.534434193,0.246607867,0.506907556,0.256378124,0.52132627,0.249399369,0.527880232,0.25079512,0.530501816,0.254982373,0.505596764,0.263356879,0.518704686,0.259169626,0.523947855,0.257773875,0.526569439,0.261961128
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_121.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_121.jpg,Chundu_B,0.481732924,0.218706104,0.485015735,0.321476299,0.409511101,0.313786012,0.355673015,0.358529499,0.471227932,0.288617801,0.560520368,0.329166586,0.689206526,0.30959131,0.577590981,0.243874315,0.567085988,0.245272549,0.552641624,0.241077847,0.540823507,0.238281379,0.536884135,0.231290209,0.534257887,0.225697273,0.547389127,0.213113168,0.542136631,0.207520232,0.536884135,0.206121998,0.535571011,0.204723764,0.552641624,0.207520232,0.547389127,0.200529062,0.542136631,0.201927296,0.539510383,0.20332553,0.555267872,0.204723764,0.550015375,0.197732594,0.547389127,0.197732594,0.547389127,0.200529062,0.559207244,0.204723764,0.553954748,0.197732594,0.550015375,0.19633436,0.5513285,0.197732594,0.476480428,0.290016035,0.488298545,0.27743193,0.500116661,0.262051356,0.514561026,0.253661952,0.523752894,0.249467251,0.50930853,0.249467251,0.521126646,0.241077847,0.526379142,0.239679613,0.529005391,0.239679613,0.511934778,0.252263718,0.523752894,0.248069017,0.526379142,0.249467251,0.526379142,0.252263718,0.511934778,0.257856654,0.523752894,0.253661952,0.526379142,0.25645842,0.523752894,0.262051356,0.511934778,0.266246058,0.521126646,0.26344959,0.52243977,0.264847824,0.52243977,0.269042526
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_132.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_132.jpg,Chundu_B,0.480595388,0.223688955,0.48320878,0.32247758,0.406113726,0.315520634,0.352539197,0.365610641,0.46752843,0.293258409,0.560303834,0.329434525,0.685746633,0.312737856,0.572064096,0.243168402,0.558997138,0.244559791,0.54593018,0.238994235,0.535476613,0.23203729,0.532863221,0.225080344,0.528943134,0.219514788,0.543316788,0.208383676,0.538090005,0.202818119,0.531556525,0.200035341,0.527636438,0.197252563,0.547236875,0.204209508,0.542010092,0.195861174,0.535476613,0.194469785,0.532863221,0.195861174,0.549850267,0.202818119,0.544623484,0.193078396,0.540703396,0.193078396,0.5393967,0.194469785,0.552463659,0.205600897,0.54593018,0.197252563,0.543316788,0.193078396,0.543316788,0.193078396,0.472755213,0.294649798,0.48320878,0.282127296,0.494969042,0.268213406,0.509342696,0.259865071,0.519796263,0.254299515,0.502809217,0.255690904,0.517182871,0.248733959,0.526329742,0.245951181,0.531556525,0.244559791,0.506729305,0.259865071,0.522409655,0.254299515,0.53024983,0.254299515,0.534169917,0.255690904,0.509342696,0.268213406,0.525023046,0.264039239,0.53024983,0.264039239,0.532863221,0.266822017,0.510649392,0.277953129,0.523716351,0.275170351,0.527636438,0.275170351,0.528943134,0.27656174
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_143.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_143.jpg,Chundu_B,0.478735197,0.227654112,0.478735197,0.323964177,0.401395848,0.316985187,0.345029881,0.368629714,0.460383487,0.298839812,0.556074546,0.330943167,0.68322568,0.31419359,0.570493747,0.248591082,0.560007055,0.248591082,0.545587855,0.245799486,0.535101163,0.241612092,0.528546981,0.234633102,0.525925308,0.22904991,0.537722836,0.215091929,0.533790327,0.209508737,0.528546981,0.206717141,0.525925308,0.202529747,0.542966182,0.209508737,0.539033673,0.201133949,0.535101163,0.198342353,0.53247949,0.198342353,0.548209528,0.208112939,0.542966182,0.196946555,0.540344509,0.194154958,0.540344509,0.194154958,0.552142037,0.209508737,0.548209528,0.198342353,0.545587855,0.194154958,0.545587855,0.19275916,0.465626833,0.30023561,0.473491851,0.28627763,0.483978543,0.269528053,0.495776071,0.261153265,0.508884435,0.255570072,0.497086907,0.259757467,0.511506108,0.251382678,0.515438617,0.251382678,0.516749453,0.251382678,0.502330253,0.265340659,0.515438617,0.261153265,0.516749453,0.263944861,0.51412778,0.266736457,0.504951925,0.275111245,0.516749453,0.272319649,0.515438617,0.275111245,0.511506108,0.279298639,0.504951925,0.284881831,0.515438617,0.282090235,0.51412778,0.283486033,0.511506108,0.28627763
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_154.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_154.jpg,Chundu_B,0.475825012,0.22904175,0.474517941,0.325075106,0.397400796,0.319507955,0.334661424,0.373787678,0.452297747,0.301414714,0.551635086,0.330642257,0.678420901,0.315332592,0.568627,0.249918566,0.556863367,0.251310354,0.542485595,0.247134991,0.533336103,0.242959627,0.526800751,0.236000689,0.52157247,0.22904175,0.534643173,0.215123872,0.532029032,0.208164933,0.526800751,0.205381358,0.522879541,0.201205994,0.541178524,0.209556721,0.537257314,0.199814206,0.533336103,0.195638843,0.530721962,0.194247055,0.545099735,0.208164933,0.541178524,0.195638843,0.537257314,0.190071692,0.537257314,0.188679904,0.549020946,0.209556721,0.545099735,0.197030631,0.542485595,0.19146348,0.542485595,0.188679904,0.458833098,0.302806502,0.46667552,0.287496836,0.474517941,0.270795383,0.484974503,0.262444656,0.499352276,0.258269293,0.486281574,0.263836444,0.500659346,0.256877505,0.503273487,0.258269293,0.505887627,0.258269293,0.491509855,0.272187171,0.504580557,0.269403595,0.504580557,0.272187171,0.503273487,0.273578958,0.494123995,0.280537897,0.505887627,0.279146109,0.504580557,0.281929685,0.501966417,0.284713261,0.495431065,0.290280412,0.504580557,0.288888624,0.504580557,0.290280412,0.501966417,0.293063987
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_165.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_165.jpg,Chundu_B,0.470347919,0.233516598,0.467072407,0.326990009,0.389115218,0.322804633,0.32491518,0.38000478,0.446764232,0.304668001,0.545029596,0.331175386,0.673429672,0.317224131,0.565992874,0.25165323,0.555511235,0.253048356,0.539788777,0.248862979,0.529307138,0.244677603,0.522756113,0.2390971,0.518825499,0.232121473,0.531927547,0.219565343,0.527996933,0.212589715,0.522756113,0.212589715,0.518825499,0.212589715,0.538478572,0.213984841,0.534547957,0.205614087,0.527996933,0.205614087,0.526686728,0.207009213,0.542409186,0.21119459,0.538478572,0.201428711,0.533237752,0.201428711,0.533237752,0.202823836,0.545029596,0.212589715,0.541098981,0.202823836,0.538478572,0.201428711,0.537168367,0.200033585,0.452005051,0.304668001,0.457245871,0.28932162,0.4651071,0.271184988,0.476898944,0.26420936,0.491311197,0.258628858,0.476898944,0.269789862,0.492621402,0.262814235,0.497862221,0.260023983,0.503103041,0.260023983,0.482139763,0.279555741,0.497862221,0.275370364,0.503103041,0.273975239,0.507033655,0.273975239,0.486070377,0.290716745,0.501792836,0.285136243,0.504413245,0.283741118,0.50572345,0.285136243,0.488690787,0.300482624,0.500482631,0.297692373,0.503103041,0.296297248,0.503103041,0.296297248
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_176.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_176.jpg,Chundu_B,0.466152837,0.234106744,0.460905002,0.327705284,0.383499435,0.326308291,0.312653662,0.386378995,0.433353868,0.306750387,0.53831057,0.329102277,0.668194487,0.316529339,0.55930191,0.250870662,0.550118198,0.252267655,0.535686652,0.249473669,0.523879023,0.245282689,0.518631188,0.239694717,0.516007271,0.231312758,0.526502941,0.220136813,0.522567064,0.21454884,0.518631188,0.21454884,0.516007271,0.21454884,0.533062734,0.213151847,0.529126858,0.206166882,0.523879023,0.207563875,0.522567064,0.210357861,0.53831057,0.210357861,0.534374693,0.200578909,0.530438817,0.201975902,0.530438817,0.206166882,0.542246446,0.208960868,0.53831057,0.200578909,0.536998611,0.199181916,0.535686652,0.200578909,0.441225621,0.306750387,0.450409332,0.291383463,0.458281085,0.274619545,0.467464796,0.267634579,0.481896343,0.2634436,0.466152837,0.266237586,0.480584384,0.262046607,0.48452026,0.262046607,0.488456136,0.262046607,0.470088714,0.273222552,0.483208301,0.273222552,0.48452026,0.276016538,0.48452026,0.278810524,0.471400673,0.283001504,0.48452026,0.283001504,0.483208301,0.284398497,0.480584384,0.288589476,0.472712631,0.292780456,0.483208301,0.292780456,0.483208301,0.295574442,0.479272425,0.299765421
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_187.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_187.jpg,Chundu_B,0.461046024,0.236671692,0.458406925,0.328001642,0.381873037,0.328001642,0.300060951,0.388419917,0.418820431,0.312545804,0.534940812,0.328001642,0.664256691,0.315355957,0.556053609,0.252127529,0.544177661,0.254937682,0.529662613,0.250722453,0.517786665,0.245102149,0.511188916,0.238076768,0.507230267,0.229646311,0.519106215,0.221215854,0.513828016,0.215595549,0.508549817,0.217000626,0.505910717,0.217000626,0.524384414,0.215595549,0.519106215,0.207165092,0.512508466,0.209975245,0.511188916,0.212785397,0.529662613,0.212785397,0.523064864,0.202949864,0.519106215,0.207165092,0.519106215,0.211380321,0.533621263,0.211380321,0.527023514,0.202949864,0.524384414,0.20435494,0.524384414,0.208570169,0.42541818,0.31395088,0.434655029,0.298495043,0.443891877,0.283039205,0.453128726,0.276013824,0.465004674,0.271798596,0.449170076,0.274608748,0.462365574,0.268988443,0.472921973,0.267583367,0.479519721,0.264773215,0.453128726,0.283039205,0.468963323,0.278823976,0.476880622,0.2774189,0.483478371,0.2774189,0.455767825,0.291469662,0.471602423,0.287254433,0.476880622,0.287254433,0.480839271,0.287254433,0.458406925,0.301305195,0.471602423,0.298495043,0.474241522,0.297089967,0.475561072,0.298495043
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_198.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_198.jpg,Chundu_B,0.457947988,0.238030503,0.454652049,0.328577295,0.377527056,0.330683034,0.289195868,0.391047562,0.410486455,0.313837119,0.531777041,0.326471555,0.659659507,0.316644772,0.55155268,0.253472591,0.539687297,0.254876417,0.525185161,0.250664939,0.513319778,0.245049634,0.506727898,0.236626676,0.50277277,0.229607545,0.513319778,0.222588414,0.50936465,0.215569283,0.504091146,0.215569283,0.501454394,0.214165457,0.519911658,0.215569283,0.514638154,0.207146326,0.50936465,0.207146326,0.506727898,0.208550152,0.525185161,0.21276163,0.519911658,0.201531021,0.51595653,0.201531021,0.514638154,0.204338673,0.530458665,0.211357804,0.525185161,0.201531021,0.522548409,0.198723368,0.522548409,0.198723368,0.417078334,0.313837119,0.427625342,0.299798857,0.438172349,0.285760594,0.447400981,0.28014529,0.46058474,0.275933811,0.440809101,0.273126158,0.455311237,0.270318506,0.465858244,0.271722332,0.4737685,0.271722332,0.443445853,0.278741463,0.459266364,0.28014529,0.468494996,0.281549116,0.475086876,0.284356768,0.444764229,0.287164421,0.46058474,0.285760594,0.46717662,0.288568247,0.471131748,0.291375899,0.446082605,0.295587378,0.457947988,0.294183552,0.463221492,0.296991204,0.465858244,0.299798857
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_209.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_209.jpg,Chundu_B,0.453465782,0.238402328,0.450827577,0.330403647,0.37431961,0.333915148,0.279344202,0.39290836,0.391467947,0.319869145,0.527335544,0.326892146,0.656607626,0.317059944,0.549760293,0.253852931,0.537888367,0.255257532,0.523378235,0.251043731,0.511506309,0.244020729,0.503591692,0.238402328,0.499634383,0.231379327,0.511506309,0.222951725,0.506229898,0.217333324,0.500953486,0.217333324,0.495677075,0.217333324,0.518101823,0.217333324,0.511506309,0.208905722,0.506229898,0.210310322,0.502272589,0.213119523,0.523378235,0.213119523,0.518101823,0.204691921,0.512825412,0.206096522,0.510187206,0.210310322,0.529973749,0.213119523,0.524697338,0.204691921,0.520740029,0.203287321,0.518101823,0.204691921,0.394106153,0.319869145,0.408616285,0.305823142,0.419169108,0.290372539,0.431041033,0.284754138,0.442912959,0.281944937,0.424445519,0.279135736,0.438955651,0.276326536,0.450827577,0.276326536,0.460061297,0.274921936,0.428402828,0.284754138,0.444232062,0.283349537,0.456103988,0.284754138,0.464018605,0.286158738,0.429721931,0.293181739,0.445551165,0.290372539,0.454784885,0.291777139,0.460061297,0.293181739,0.431041033,0.301609341,0.442912959,0.29880014,0.449508474,0.29880014,0.453465782,0.300204741
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_22.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_22.jpg,Chundu_A,0.434235965,0.227434362,0.442774716,0.33024604,0.364612298,0.344933422,0.258206317,0.424664927,0.363298644,0.386897372,0.520937134,0.315558657,0.587933493,0.259606724,0.47758655,0.230231959,0.464450009,0.235827152,0.45525443,0.234428354,0.442117889,0.231630757,0.434235965,0.228833161,0.42635404,0.224636766,0.440804235,0.219041573,0.434235965,0.212047581,0.42635404,0.209249984,0.421099424,0.207851186,0.443431543,0.216243976,0.436863273,0.212047581,0.432922311,0.206452388,0.42635404,0.203654791,0.446058852,0.212047581,0.442117889,0.209249984,0.439490581,0.206452388,0.435549619,0.203654791,0.45525443,0.212047581,0.447372506,0.210648783,0.443431543,0.207851186,0.440804235,0.206452388,0.369866915,0.385498574,0.377748839,0.377105784,0.389571726,0.365915397,0.401394613,0.361719002,0.414531153,0.363117801,0.401394613,0.360320204,0.413217499,0.363117801,0.415844808,0.367314196,0.418472116,0.375706986,0.401394613,0.370111792,0.409276537,0.374308187,0.409276537,0.378504582,0.406649229,0.379903381,0.400080959,0.378504582,0.405335575,0.384099776,0.404021921,0.386897372,0.401394613,0.386897372,0.398767304,0.391093767,0.401394613,0.393891364,0.400080959,0.395290162,0.400080959,0.396688961
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_220.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_220.jpg,Chundu_B,0.450038501,0.23852488,0.448717444,0.331365824,0.373417199,0.33980591,0.27037476,0.390446425,0.380022484,0.315892334,0.524017688,0.322925739,0.654802323,0.314485653,0.549117769,0.255405052,0.538549314,0.256811733,0.524017688,0.251185009,0.510807119,0.245558285,0.504201834,0.239931561,0.498917607,0.234304837,0.509486062,0.22445807,0.504201834,0.220238027,0.498917607,0.220238027,0.493633379,0.220238027,0.516091347,0.218831346,0.509486062,0.211797941,0.504201834,0.214611303,0.50155972,0.217424665,0.521375574,0.216017984,0.51477029,0.207577898,0.510807119,0.208984579,0.508165005,0.211797941,0.527980859,0.213204622,0.522696631,0.206171217,0.51873346,0.204764537,0.516091347,0.206171217,0.382664598,0.315892334,0.39455411,0.300418843,0.406443622,0.286352033,0.417012078,0.280725309,0.430222647,0.277911947,0.41172785,0.273691904,0.426259476,0.272285223,0.435506875,0.273691904,0.44607533,0.273691904,0.414369964,0.280725309,0.430222647,0.280725309,0.439470045,0.283538671,0.447396387,0.284945352,0.415691021,0.287758714,0.430222647,0.286352033,0.438148988,0.289165395,0.442112159,0.293385438,0.415691021,0.294792119,0.427580533,0.293385438,0.431543704,0.294792119,0.435506875,0.299012162
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_231.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_231.jpg,Chundu_B,0.447910011,0.237300145,0.446601045,0.33138212,0.371989948,0.341835673,0.262036753,0.387831306,0.366754082,0.313959532,0.521212142,0.320928568,0.657344669,0.313959532,0.548700441,0.255419637,0.539537674,0.256813444,0.523830075,0.25402583,0.509431442,0.248450602,0.501577643,0.242875373,0.495032809,0.238693952,0.505504542,0.227543496,0.498959709,0.223362075,0.493723843,0.224755882,0.489796943,0.226149689,0.512049375,0.221968268,0.505504542,0.213605426,0.501577643,0.217786847,0.498959709,0.221968268,0.518594209,0.21639304,0.513358342,0.208030197,0.509431442,0.210817812,0.506813509,0.214999233,0.527756975,0.213605426,0.522521108,0.20663639,0.519903175,0.205242583,0.518594209,0.205242583,0.370680981,0.313959532,0.382461681,0.298627655,0.391624447,0.283295778,0.40209618,0.277720549,0.415185846,0.276326742,0.39816928,0.272145321,0.40994998,0.270751514,0.416494813,0.273539128,0.420421713,0.274932935,0.400787213,0.277720549,0.415185846,0.279114356,0.419112746,0.281901971,0.419112746,0.284689585,0.403405147,0.283295778,0.415185846,0.284689585,0.417803779,0.288871006,0.415185846,0.293052427,0.403405147,0.290264813,0.412567913,0.290264813,0.415185846,0.293052427,0.41387688,0.298627655
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_242.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_242.jpg,Chundu_B,0.446977844,0.23546998,0.448295058,0.331547274,0.373213899,0.342066686,0.255981915,0.384144333,0.362676193,0.30700198,0.523376216,0.321027863,0.659049186,0.311209745,0.547086055,0.252301039,0.539182775,0.252301039,0.523376216,0.250898451,0.510204083,0.246690686,0.503618016,0.239677745,0.49703195,0.234067392,0.506252443,0.228457039,0.499666376,0.222846686,0.495714736,0.222846686,0.491763097,0.222846686,0.512838509,0.221444098,0.506252443,0.214431156,0.502300803,0.214431156,0.499666376,0.215833745,0.520741789,0.215833745,0.514155723,0.206015627,0.510204083,0.206015627,0.507569656,0.207418215,0.529962282,0.213028568,0.526010642,0.20321045,0.523376216,0.199002686,0.520741789,0.197600097,0.366627833,0.30700198,0.377165539,0.294378686,0.383751606,0.280352804,0.392972099,0.274742451,0.403509805,0.270534686,0.391654886,0.271937274,0.402192592,0.266326921,0.406144232,0.266326921,0.408778658,0.263521745,0.392972099,0.276145039,0.403509805,0.273339862,0.406144232,0.274742451,0.406144232,0.274742451,0.394289312,0.280352804,0.403509805,0.277547627,0.406144232,0.278950215,0.403509805,0.281755392,0.394289312,0.284560568,0.402192592,0.280352804,0.404827019,0.28315798,0.404827019,0.285963157
C:\Users\navne\Pictures\Kathakali\Uniform_Images\Chundu\Chundu_2\Chundu_2_253.jpg,C:\Users\navne\Pictures\Kathakali\Uniform_Skeletal_Images\Chundu\Chundu_2\Chundu_2_253.jpg,Chundu_B,0.448802889,0.231179983,0.450117564,0.331971732,0.37255174,0.343170815,0.252916316,0.378167951,0.358090315,0.302574139,0.527683389,0.320772649,0.660465562,0.309573566,0.550032863,0.250778379,0.540830138,0.252178264,0.526368714,0.250778379,0.511907289,0.246578723,0.504019239,0.239579296,0.498760539,0.235379639,0.506648589,0.226980327,0.500075214,0.221380785,0.496131189,0.221380785,0.492187164,0.222780671,0.513221964,0.221380785,0.506648589,0.212981473,0.502704564,0.214381358,0.501389889,0.217181129,0.522424689,0.215781244,0.515851314,0.205982046,0.511907289,0.207381931,0.509277939,0.211581588,0.531627413,0.211581588,0.527683389,0.204582161,0.525054039,0.20178239,0.522424689,0.20178239,0.36466369,0.302574139,0.376495765,0.292774941,0.38569849,0.281575858,0.39358654,0.273176545,0.402789265,0.267577004,0.387013165,0.263377347,0.39621589,0.257777806,0.402789265,0.259177691,0.405418615,0.259177691,0.387013165,0.263377347,0.397530565,0.260577577,0.402789265,0.263377347,0.40410394,0.266177118,0.387013165,0.264777233,0.397530565,0.263377347,0.40147459,0.267577004,0.40147459,0.274576431,0.38569849,0.267577004,0.394901215,0.266177118,0.39884524,0.27177666,0.39884524,0.277376202
